1.32629	1.18646
1.36576	1.19786
1.40522	1.21481
1.43733	1.22204
1.46942	1.2264
1.50152	1.23758
1.53361	1.25268
1.55969	1.26152
1.58578	1.26912
1.61187	1.28166
1.63797	1.29642
1.65918	1.30623
1.68039	1.3154
1.70159	1.32797
1.72277	1.34277
1.73997	1.3541
1.75718	1.36546
1.77441	1.37916
1.79167	1.39441
1.80567	1.40635
1.81968	1.41842
1.83367	1.43264
1.8476	1.44928
1.85902	1.46414
1.87037	1.48099
1.88167	1.50105
1.89301	1.52307
1.90204	1.53952
1.91118	1.55373
1.92045	1.56524
1.92989	1.57069
1.93761	1.56759
1.94523	1.56027
1.95264	1.55313
1.95973	1.54552
1.96513	1.52996
1.97053	1.50861
1.97663	1.49121
1.98068	2.18386
1.97417	2.79072
1.96827	2.62529
1.96222	2.48542
1.95574	2.37848
1.94832	2.29217
1.94063	2.22519
1.9328	2.1691
1.92496	2.12097
1.91524	2.06714
1.90569	2.01503
1.89626	1.96424
1.88693	1.91831
1.87528	1.8685
1.86363	1.82388
1.8519	1.78371
1.84012	1.7486
1.82573	1.71096
1.8113	1.67649
1.79686	1.64487
1.78244	1.61579
1.76466	1.58243
1.7469	1.55145
1.72916	1.52325
1.71141	1.49661
1.68957	1.46458
1.66772	1.43503
1.64586	1.40883
1.62399	1.38283
1.59709	1.35016
1.5702	1.321
1.5433	1.29628
1.51641	1.27108
1.48333	1.23907
1.45025	1.21203
1.41716	1.19054
1.38407	1.16699
1.3434	1.13314
1.30272	1.10289
1.26203	1.07853
1.32629	1.18646
1.28682	1.18437
1.24734	1.17688
1.19884	1.15766
1.15033	1.14229
1.10181	1.13171
1.05328	1.12391
1.00502	1.11656
0.956756	1.10575
0.908479	1.09299
0.860193	1.08842
0.818482	1.08688
0.776765	1.07902
0.735043	1.07028
0.693317	1.06872
0.657509	1.07016
0.621698	1.06786
0.585888	1.06524
0.550077	1.06954
0.52057	1.07639
0.491065	1.08041
0.461564	1.08334
0.432069	1.09199
0.408042	1.10265
0.384022	1.11199
0.36001	1.12036
0.336008	1.13323
0.316541	1.14667
0.297084	1.1581
0.277639	1.1776
0.258207	1.24137
0.242414	1.28349
0.226635	1.2932
0.210871	1.31127
0.195125	1.34106
0.182354	1.37364
0.169599	1.4031
0.15686	1.42617
0.144142	1.45983
0.133968	1.50087
0.123812	1.54055
0.113678	1.56775
0.103569	1.61232
0.0954439	1.67172
0.087344	1.72567
0.0792755	1.76563
0.0712451	1.83186
0.0648252	1.91925
0.058448	2.01564
0.0521231	2.11764
0.0458624	2.26138
0.040852	2.42914
0.035906	2.63204
0.0310362	2.86103
0.0262725	3.14695
0.0223615	3.46629
0.0185833	3.84815
0.0149549	4.27424
0.0114709	4.7224
0.00757511	5.27379
0.00406892	5.85037
0.00146235	6.25412
0	6.03574
0.00256414	5.21563
0.00512828	4.08604
0.00898693	3.01882
0.0134075	2.33672
0.0168521	1.92373
0.0204352	1.52914
0.0241055	1.2021
0.0278538	0.932658
0.0324179	0.708787
0.0370756	0.56472
0.0418142	0.439503
0.046619	0.335134
0.0526006	0.280627
0.0586349	0.275158
0.0647116	0.251388
0.0708246	0.217482
0.0785054	0.229503
0.086224	0.28644
0.0939735	0.316094
0.101748	0.321783
0.111358	0.348913
0.120991	0.390988
0.130645	0.409575
0.140316	0.414507
0.152606	0.439806
0.164917	0.472364
0.177245	0.471307
0.189588	0.446746
0.204786	0.431423
0.220002	0.432493
0.235233	0.43075
0.250478	0.425307
0.269219	0.427225
0.287975	0.441415
0.306743	0.448263
0.32552	0.443674
0.34863	0.453187
0.37175	0.486083
0.394879	0.510552
0.418014	0.514753
0.446582	0.524702
0.475156	0.555023
0.503735	0.583171
0.532316	0.59838
0.567152	0.618484
0.60199	0.651491
0.636828	0.682311
0.671665	0.704399
0.671665	0.704399
0.712487	0.731107
0.753306	0.761949
0.79412	0.789319
0.834929	0.811112
0.882207	0.837424
0.929478	0.866928
0.97674	0.893263
1.02399	0.918548
1.07334	0.949007
1.12268	0.982078
1.17202	1.01617
1.22134	1.05226
1.26203	1.07853
